2007-07-02,13.240000,16.650000,17.510000,18.430000,,12.000000,11.280000,16.960000,20.820000,24.840000,
2007-06-29,13.210000,16.550000,17.370000,18.270000,,11.990000,11.260000,16.780000,20.560000,24.660000,
2007-06-28,13.200000,16.530000,17.350000,18.240000,,11.990000,11.210000,16.810000,20.600000,24.450000,
2007-06-27,13.200000,16.520000,17.340000,18.230000,,11.990000,11.240000,16.820000,20.560000,24.350000,
2007-06-26,13.180000,16.450000,17.250000,18.120000,,11.990000,11.220000,16.660000,20.310000,24.410000,
2007-06-25,13.180000,16.470000,17.280000,18.150000,,11.990000,11.230000,16.720000,20.400000,24.350000,
2007-06-22,13.190000,16.510000,17.340000,18.230000,,11.980000,11.200000,16.770000,20.560000,24.510000,
2007-06-21,13.210000,16.600000,17.450000,18.360000,,11.980000,11.180000,16.990000,20.700000,24.580000,
2007-06-20,13.200000,16.550000,17.390000,18.290000,,11.980000,11.200000,16.880000,20.610000,24.520000,
2007-06-19,13.230000,16.670000,17.540000,18.460000,,11.980000,11.230000,17.110000,20.870000,24.680000,
2007-06-18,13.220000,16.660000,17.520000,18.450000,,11.970000,11.200000,17.080000,20.840000,24.710000,
2007-06-15,13.220000,16.660000,17.520000,18.450000,,11.970000,11.180000,17.100000,20.870000,24.660000,
2007-06-14,13.190000,16.560000,17.400000,18.300000,,11.970000,11.150000,16.990000,20.680000,24.340000,
2007-06-13,13.180000,16.510000,17.340000,18.230000,,11.970000,11.150000,16.910000,20.550000,24.230000,
2007-06-12,13.140000,16.380000,17.180000,18.040000,,11.960000,11.120000,16.650000,20.320000,24.060000,
2007-06-11,13.170000,16.480000,17.310000,18.190000,,11.960000,11.180000,16.830000,20.530000,24.210000,
2007-06-08,13.170000,16.480000,17.300000,18.190000,,11.960000,11.180000,16.820000,20.530000,24.240000,
2007-06-07,13.140000,16.370000,17.170000,18.030000,,11.960000,11.190000,16.630000,20.320000,24.030000,
2007-06-06,13.190000,16.580000,17.420000,18.330000,,11.950000,11.250000,16.920000,20.720000,24.560000,
2007-06-05,13.210000,16.680000,17.550000,18.480000,,11.950000,11.250000,17.070000,20.950000,24.830000,
2007-06-04,13.230000,16.720000,17.610000,18.550000,,11.950000,11.280000,17.160000,21.080000,24.860000,
2007-06-01,13.210000,16.690000,17.570000,18.510000,,11.950000,11.260000,17.130000,21.010000,24.770000,
